0040054	cobalt allergic asthma	http://purl.obolibrary.org/obo/DOID_0040054
0040055	palladium allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040055
0040056	chromium allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040056
0040057	benzoic acid allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040057
0040058	1,4-phenylenediamine allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040058
0040059	potassium dichromate allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040059
0040060	ketoprofen photoallergic dermatitis	http://purl.obolibrary.org/obo/DOID_0040060
0040061	remazole black respiratory allergy	http://purl.obolibrary.org/obo/DOID_0040061
0040062	chloramine t respiratory allergy	http://purl.obolibrary.org/obo/DOID_0040062
0040063	4-vinylcyclohexene dioxide respiratory allergy	http://purl.obolibrary.org/obo/DOID_0040063
0040064	carvone allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040064
0040065	quinidine allergy	http://purl.obolibrary.org/obo/DOID_0040065
0040066	melphalan allergy	http://purl.obolibrary.org/obo/DOID_0040066
0040067	neomycin sulfate allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040067
0040068	4-tert-butylphenol allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040068
0040069	1-chloro-2,4-dinitrobenzene allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040069
0040070	co-trimoxazole allergy	http://purl.obolibrary.org/obo/DOID_0040070
0040071	sodium aurothiomalate allergy	http://purl.obolibrary.org/obo/DOID_0040071
0040072	parthenolide allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040072
0040073	disodium cromoglycate allergy	http://purl.obolibrary.org/obo/DOID_0040073
0040074	formaldehyde allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040074
0040075	benzo[d]isothiazol-3-one allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040075
0040076	phthalyl group allergy	http://purl.obolibrary.org/obo/DOID_0040076
0040077	alcuronium bromide allergy	http://purl.obolibrary.org/obo/DOID_0040077
0040078	gallamine allergy	http://purl.obolibrary.org/obo/DOID_0040078
0040079	2,4-dinitrophenyl allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040079
0040080	patent blue v allergy	http://purl.obolibrary.org/obo/DOID_0040080
0040081	acid anhydride respiratory allergy	http://purl.obolibrary.org/obo/DOID_0040081
0040082	oxirane allergy	http://purl.obolibrary.org/obo/DOID_0040082
0040083	chlamydia pneumonia	http://purl.obolibrary.org/obo/DOID_0040083
0040084	streptococcus pneumonia	http://purl.obolibrary.org/obo/DOID_0040084
0040085	bacterial sepsis	http://purl.obolibrary.org/obo/DOID_0040085
0040086	polyomavirus-associated nephropathy	http://purl.obolibrary.org/obo/DOID_0040086
0040087	autoimmune peripheral neuropathy	http://purl.obolibrary.org/obo/DOID_0040087
0040088	autoimmune uveitis	http://purl.obolibrary.org/obo/DOID_0040088
0040089	autoimmune optic neuritis	http://purl.obolibrary.org/obo/DOID_0040089
0040090	autoimmune gastritis	http://purl.obolibrary.org/obo/DOID_0040090
0040091	autoimmune pancreatitis	http://purl.obolibrary.org/obo/DOID_0040091
0040092	juvenile ankylosing spondylitis	http://purl.obolibrary.org/obo/DOID_0040092
0040093	drug-induced lupus erythematosus	http://purl.obolibrary.org/obo/DOID_0040093
0040094	autoimmune glomerulonephritis	http://purl.obolibrary.org/obo/DOID_0040094
0040095	autoimmune cardiomyopathy	http://purl.obolibrary.org/obo/DOID_0040095
0040096	autoimmune atherosclerosis	http://purl.obolibrary.org/obo/DOID_0040096
0040097	autoimmune vasculitis	http://purl.obolibrary.org/obo/DOID_0040097
0040098	pemphigus gestationis	http://purl.obolibrary.org/obo/DOID_0040098
0040099	livedoid vasculitis	http://purl.obolibrary.org/obo/DOID_0040099
0040100	hirata disease	http://purl.obolibrary.org/obo/DOID_0040100
0040101	n,n'-diphenylthiourea allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040101
0040102	n,n'-diethylthiourea allergic contact dermatitis	http://purl.obolibrary.org/obo/DOID_0040102
0040103	cefotiam allergy	http://purl.obolibrary.org/obo/DOID_0040103
0040104	toluene 2,4-diisocyanate allergic asthma	http://purl.obolibrary.org/obo/DOID_0040104
0050001	obsolete actinomadura madurae infectious disease	http://purl.obolibrary.org/obo/DOID_0050001
0050002	obsolete actinomadura pelletieri infectious disease	http://purl.obolibrary.org/obo/DOID_0050002
0050003	obsolete streptomyces somaliensis infectious disease	http://purl.obolibrary.org/obo/DOID_0050003
0050004	seminal vesicle acute gonorrhea	http://purl.obolibrary.org/obo/DOID_0050004
0050007	obsolete cutaneous strongyloidiasis	http://purl.obolibrary.org/obo/DOID_0050007
0050009	obsolete intestinal strongyloidiasis	http://purl.obolibrary.org/obo/DOID_0050009
0050010	obsolete mansonella perstans infectious disease	http://purl.obolibrary.org/obo/DOID_0050010
0050011	obsolete mansonella streptocerca infectious disease	http://purl.obolibrary.org/obo/DOID_0050011
0050012	chikungunya	http://purl.obolibrary.org/obo/DOID_0050012
0050013	carbohydrate metabolism disease	http://purl.obolibrary.org/obo/DOID_0050013
0050014	obsolete epizootic hemorrhagic disease	http://purl.obolibrary.org/obo/DOID_0050014
0050015	obsolete rocio virus encephalitis	http://purl.obolibrary.org/obo/DOID_0050015
0050024	obsolete ehrlichia ewingii ehrlichiosis	http://purl.obolibrary.org/obo/DOID_0050024
0050025	human granulocytic anaplasmosis	http://purl.obolibrary.org/obo/DOID_0050025
0050026	human monocytic ehrlichiosis	http://purl.obolibrary.org/obo/DOID_0050026
0050032	mineral metabolism disease	http://purl.obolibrary.org/obo/DOID_0050032
0050035	african tick-bite fever	http://purl.obolibrary.org/obo/DOID_0050035
0050041	astrakhan spotted fever	http://purl.obolibrary.org/obo/DOID_0050041
0050042	indian tick typhus	http://purl.obolibrary.org/obo/DOID_0050042
0050043	israeli tick typhus	http://purl.obolibrary.org/obo/DOID_0050043
0050046	far eastern spotted fever	http://purl.obolibrary.org/obo/DOID_0050046
0050047	flinders island spotted fever	http://purl.obolibrary.org/obo/DOID_0050047
0050050	japanese spotted fever	http://purl.obolibrary.org/obo/DOID_0050050
0050051	rickettsia parkeri spotted fever	http://purl.obolibrary.org/obo/DOID_0050051
0050052	rocky mountain spotted fever	http://purl.obolibrary.org/obo/DOID_0050052
0050053	obsolete rickettsia honei spotted fever	http://purl.obolibrary.org/obo/DOID_0050053
0050059	oropharyngeal anthrax	http://purl.obolibrary.org/obo/DOID_0050059
0050061	erysipeloid	http://purl.obolibrary.org/obo/DOID_0050061
0050063	obsolete abortive plague	http://purl.obolibrary.org/obo/DOID_0050063
0050065	obsolete cutaneous listeriosis	http://purl.obolibrary.org/obo/DOID_0050065
0050066	obsolete listeria meningoencephalitis	http://purl.obolibrary.org/obo/DOID_0050066
0050067	obsolete listeria septicaemia	http://purl.obolibrary.org/obo/DOID_0050067
0050068	obsolete pestis minor	http://purl.obolibrary.org/obo/DOID_0050068
0050069	obsolete yersinia pestis infectious disease	http://purl.obolibrary.org/obo/DOID_0050069
0050070	obsolete plague meningitis	http://purl.obolibrary.org/obo/DOID_0050070
0050103	obsolete microsporum nanum tinea capitis	http://purl.obolibrary.org/obo/DOID_0050103
0050104	obsolete trichophyton verrucosum tinea capitis	http://purl.obolibrary.org/obo/DOID_0050104
0050105	endothrix infectious disease	http://purl.obolibrary.org/obo/DOID_0050105
0050106	obsolete trichophyton soudanense tinea capitis	http://purl.obolibrary.org/obo/DOID_0050106
0050107	obsolete trichophyton tonsurans tinea capitis	http://purl.obolibrary.org/obo/DOID_0050107
0050108	obsolete trichophyton violaceum tinea capitis	http://purl.obolibrary.org/obo/DOID_0050108
0050110	obsolete trichophyton schoenleinii tinea capitis	http://purl.obolibrary.org/obo/DOID_0050110
0050111	obsolete microsporum fulvum tinea capitis	http://purl.obolibrary.org/obo/DOID_0050111
0050112	obsolete trichophyton megninii tinea capitis	http://purl.obolibrary.org/obo/DOID_0050112
0050113	obsolete trichophyton equinum tinea capitis	http://purl.obolibrary.org/obo/DOID_0050113
0050115	obsolete trichophyton yaoundei tinea capitis	http://purl.obolibrary.org/obo/DOID_0050115
0050116	tinea imbricata	http://purl.obolibrary.org/obo/DOID_0050116
0050117	disease by infectious agent	http://purl.obolibrary.org/obo/DOID_0050117
0050118	la crosse encephalitis	http://purl.obolibrary.org/obo/DOID_0050118
0050119	obsolete west nile virus neurological syndrome	http://purl.obolibrary.org/obo/DOID_0050119
0050120	hemophagocytic lymphohistiocytosis	http://purl.obolibrary.org/obo/DOID_0050120
0050123	obsolete tuberculous encephalitis	http://purl.obolibrary.org/obo/DOID_0050123
0050125	dengue shock syndrome	http://purl.obolibrary.org/obo/DOID_0050125
0050126	obsolete tahyna virus encephalitis	http://purl.obolibrary.org/obo/DOID_0050126
0050127	sinusitis	http://purl.obolibrary.org/obo/DOID_0050127
0050129	secretory diarrhea	http://purl.obolibrary.org/obo/DOID_0050129
0050130	osmotic diarrhea	http://purl.obolibrary.org/obo/DOID_0050130
0050131	motility-related diarrhea	http://purl.obolibrary.org/obo/DOID_0050131
0050132	inflammatory diarrhea	http://purl.obolibrary.org/obo/DOID_0050132
0050133	superficial mycosis	http://purl.obolibrary.org/obo/DOID_0050133
0050134	cutaneous mycosis	http://purl.obolibrary.org/obo/DOID_0050134
0050135	subcutaneous mycosis	http://purl.obolibrary.org/obo/DOID_0050135
0050136	systemic mycosis	http://purl.obolibrary.org/obo/DOID_0050136
0050138	podoconiosis	http://purl.obolibrary.org/obo/DOID_0050138
0050139	obsolete opisthorchis felineus infectious disease	http://purl.obolibrary.org/obo/DOID_0050139
0050140	acute diarrhea	http://purl.obolibrary.org/obo/DOID_0050140
0050141	intestinal botulism	http://purl.obolibrary.org/obo/DOID_0050141
0050143	asymptomatic dengue	http://purl.obolibrary.org/obo/DOID_0050143
0050144	kartagener syndrome	http://purl.obolibrary.org/obo/DOID_0050144
0050145	adenoiditis	http://purl.obolibrary.org/obo/DOID_0050145
0050147	otomycosis	http://purl.obolibrary.org/obo/DOID_0050147
0050148	laryngotracheitis	http://purl.obolibrary.org/obo/DOID_0050148
0050150	pontiac fever	http://purl.obolibrary.org/obo/DOID_0050150
0050151	obsolete tracheobronchial tuberculosis	http://purl.obolibrary.org/obo/DOID_0050151
0050072	adiaspiromycosis	http://purl.obolibrary.org/obo/DOID_0050072
0050073	invasive aspergillosis	http://purl.obolibrary.org/obo/DOID_0050073
0050074	obsolete tonsillar aspergillosis	http://purl.obolibrary.org/obo/DOID_0050074
0050075	obsolete pulmonary blastomycosis	http://purl.obolibrary.org/obo/DOID_0050075
0050078	obsolete cervix tuberculosis	http://purl.obolibrary.org/obo/DOID_0050078
0050079	obsolete niacin deficiency	http://purl.obolibrary.org/obo/DOID_0050079
0050080	obsolete iodine deficiency	http://purl.obolibrary.org/obo/DOID_0050080
0050082	obsolete hepatic torque teno virus infectious disease	http://purl.obolibrary.org/obo/DOID_0050082
0050083	keshan disease	http://purl.obolibrary.org/obo/DOID_0050083
0050084	obsolete rhinotracheitis	http://purl.obolibrary.org/obo/DOID_0050084
0050085	obsolete entomophthoromycosis	http://purl.obolibrary.org/obo/DOID_0050085
0050086	obsolete cutaneous mucormycosis	http://purl.obolibrary.org/obo/DOID_0050086
0050088	obsolete gastrointestinal mucormycosis	http://purl.obolibrary.org/obo/DOID_0050088
0050089	obsolete pulmonary mucormycosis	http://purl.obolibrary.org/obo/DOID_0050089
0050090	obsolete rhinocerebral mucormycosis	http://purl.obolibrary.org/obo/DOID_0050090
0050091	obsolete disseminated paracoccidioidomycosis	http://purl.obolibrary.org/obo/DOID_0050091
0050092	obsolete pulmonary paracoccidioidomycosis	http://purl.obolibrary.org/obo/DOID_0050092
0050093	obsolete disseminated sporotrichosis	http://purl.obolibrary.org/obo/DOID_0050093
0050094	obsolete lymphocutaneous sporotrichosis	http://purl.obolibrary.org/obo/DOID_0050094
0050095	obsolete pulmonary sporotrichosis	http://purl.obolibrary.org/obo/DOID_0050095
0050096	tinea barbae	http://purl.obolibrary.org/obo/DOID_0050096
0050097	ectothrix infectious disease	http://purl.obolibrary.org/obo/DOID_0050097
0050098	obsolete microsporum audouinii tinea capitis	http://purl.obolibrary.org/obo/DOID_0050098
0050099	obsolete microsporum canis tinea capitis	http://purl.obolibrary.org/obo/DOID_0050099
0050100	obsolete microsporum distortum tinea capitis	http://purl.obolibrary.org/obo/DOID_0050100
0050101	obsolete microsporum ferrugineum tinea capitis	http://purl.obolibrary.org/obo/DOID_0050101
0050102	obsolete microsporum gypseum tinea capitis	http://purl.obolibrary.org/obo/DOID_0050102
0050198	chapare hemorrhagic fever	http://purl.obolibrary.org/obo/DOID_0050198
0050199	whitewater arroyo hemorrhagic fever	http://purl.obolibrary.org/obo/DOID_0050199
0050200	korean hemorrhagic fever	http://purl.obolibrary.org/obo/DOID_0050200
0050201	nephropathia epidemica	http://purl.obolibrary.org/obo/DOID_0050201
0050202	lujo hemorrhagic fever	http://purl.obolibrary.org/obo/DOID_0050202
0050203	obsolete cytomegalovirus hepatitis	http://purl.obolibrary.org/obo/DOID_0050203
0050204	epstein-barr virus hepatitis	http://purl.obolibrary.org/obo/DOID_0050204
0050205	obsolete herpes simplex virus hepatitis	http://purl.obolibrary.org/obo/DOID_0050205
0050206	obsolete adenovirus hepatitis	http://purl.obolibrary.org/obo/DOID_0050206
0050207	obsolete rubella virus hepatitis	http://purl.obolibrary.org/obo/DOID_0050207
0050208	obsolete yellow fever hepatitis	http://purl.obolibrary.org/obo/DOID_0050208
0050209	obsolete measles virus hepatitis	http://purl.obolibrary.org/obo/DOID_0050209
0050210	obsolete varicella-zoster virus hepatitis	http://purl.obolibrary.org/obo/DOID_0050210
0050211	swine influenza	http://purl.obolibrary.org/obo/DOID_0050211
0050212	obsolete campylobacter jejuni gastroenteritis	http://purl.obolibrary.org/obo/DOID_0050212
0050213	obsolete vibrio gastroenteritis	http://purl.obolibrary.org/obo/DOID_0050213
0050214	lambert-eaton myasthenic syndrome	http://purl.obolibrary.org/obo/DOID_0050214
0050215	obsolete staphylococcus gastroenteritis	http://purl.obolibrary.org/obo/DOID_0050215
0050216	obsolete bacillus cereus gastroenteritis	http://purl.obolibrary.org/obo/DOID_0050216
0050217	obsolete sapovirus gastroenteritis	http://purl.obolibrary.org/obo/DOID_0050217
0050218	polycystic echinococcosis	http://purl.obolibrary.org/obo/DOID_0050218
0050219	obsolete hepeviridae infectious disease	http://purl.obolibrary.org/obo/DOID_0050219
0050220	obsolete coxiella burnetii pneumonia	http://purl.obolibrary.org/obo/DOID_0050220
0050221	obsolete coxiella burnetii hepatitis	http://purl.obolibrary.org/obo/DOID_0050221
0050222	selective igm deficiency disease	http://purl.obolibrary.org/obo/DOID_0050222
0050223	obsolete candidal gastritis	http://purl.obolibrary.org/obo/DOID_0050223
0050224	obsolete helicobacter heilmannii infectious disease	http://purl.obolibrary.org/obo/DOID_0050224
0050225	obsolete histoplasma capsulatum gastritis	http://purl.obolibrary.org/obo/DOID_0050225
0050226	obsolete morganella morganii intestinal infectious disease	http://purl.obolibrary.org/obo/DOID_0050226
0050227	obsolete vibrio cholerae o139 cholera	http://purl.obolibrary.org/obo/DOID_0050227
0050228	obsolete amebic dysentery	http://purl.obolibrary.org/obo/DOID_0050228
0050229	obsolete escherichia coli dysentery	http://purl.obolibrary.org/obo/DOID_0050229
0050230	obsolete intestinal capillariasis	http://purl.obolibrary.org/obo/DOID_0050230
0050231	obsolete hepatic capillariasis	http://purl.obolibrary.org/obo/DOID_0050231
0050232	obsolete pulmonary capillariasis	http://purl.obolibrary.org/obo/DOID_0050232
0050233	obsolete balamuthia mandrillaris infectious disease	http://purl.obolibrary.org/obo/DOID_0050233
0050234	obsolete acanthamoeba infectious disease	http://purl.obolibrary.org/obo/DOID_0050234
0050235	obsolete alveolata infectious disease	http://purl.obolibrary.org/obo/DOID_0050235
0050236	obsolete heterolobosea infectious disease	http://purl.obolibrary.org/obo/DOID_0050236
0050237	obsolete euglenozoa infectious disease	http://purl.obolibrary.org/obo/DOID_0050237
0050238	obsolete parabasalia infectious disease	http://purl.obolibrary.org/obo/DOID_0050238
0050239	obsolete fornicata infectious disease	http://purl.obolibrary.org/obo/DOID_0050239
0050240	obsolete trichomonadida infectious disease	http://purl.obolibrary.org/obo/DOID_0050240
0050241	obsolete tritrichomonadida infectious disease	http://purl.obolibrary.org/obo/DOID_0050241
0050242	primary amebic meningoencephalitis	http://purl.obolibrary.org/obo/DOID_0050242
0050243	obsolete apicomplexa infectious disease	http://purl.obolibrary.org/obo/DOID_0050243
0050244	obsolete coccidia infectious disease	http://purl.obolibrary.org/obo/DOID_0050244
0050245	obsolete aconoidasida infectious disease	http://purl.obolibrary.org/obo/DOID_0050245
0050246	granulomatous amebic encephalitis	http://purl.obolibrary.org/obo/DOID_0050246
0050247	obsolete parasitic stramenopiles infectious disease	http://purl.obolibrary.org/obo/DOID_0050247
0050249	obsolete brugia timori filariasis	http://purl.obolibrary.org/obo/DOID_0050249
0050250	philophthalmiasis	http://purl.obolibrary.org/obo/DOID_0050250
0050251	coenurosis	http://purl.obolibrary.org/obo/DOID_0050251
0050252	obsolete dipylidium caninum infectious disease	http://purl.obolibrary.org/obo/DOID_0050252
0050253	mesocestoidiasis	http://purl.obolibrary.org/obo/DOID_0050253
0050254	acanthocephaliasis	http://purl.obolibrary.org/obo/DOID_0050254
0050255	obsolete uncinaria stenocephala infectious disease	http://purl.obolibrary.org/obo/DOID_0050255
0050256	angiostrongyliasis	http://purl.obolibrary.org/obo/DOID_0050256
0050257	obsolete angiostrongylus cantonensis infectious disease	http://purl.obolibrary.org/obo/DOID_0050257
0050258	obsolete angiostrongylus costaricensis infectious disease	http://purl.obolibrary.org/obo/DOID_0050258
0050259	baylisascariasis	http://purl.obolibrary.org/obo/DOID_0050259
0050260	dioctophymiasis	http://purl.obolibrary.org/obo/DOID_0050260
0050261	thelaziasis	http://purl.obolibrary.org/obo/DOID_0050261
0050262	obsolete acoelomata infectious disease	http://purl.obolibrary.org/obo/DOID_0050262
0050263	obsolete pseudocoelomata infectious disease	http://purl.obolibrary.org/obo/DOID_0050263
0050264	obsolete acanthocephala infectious disease	http://purl.obolibrary.org/obo/DOID_0050264
0050265	obsolete tick paralysis	http://purl.obolibrary.org/obo/DOID_0050265
0050266	tungiasis	http://purl.obolibrary.org/obo/DOID_0050266
0050267	obsolete ancylostoma caninum ancylostomiasis	http://purl.obolibrary.org/obo/DOID_0050267
0050268	ophthalmomyiasis	http://purl.obolibrary.org/obo/DOID_0050268
0050269	trichomonas vaginalis trichomoniasis	http://purl.obolibrary.org/obo/DOID_0050269
0050270	trichomonas tenax trichomoniasis	http://purl.obolibrary.org/obo/DOID_0050270
0050271	obsolete cutaneous ascomycota mycosis	http://purl.obolibrary.org/obo/DOID_0050271
0050272	obsolete cutaneous basidiomycota mycosis	http://purl.obolibrary.org/obo/DOID_0050272
0050273	obsolete neoscytalidium dimidiatum infectious disease	http://purl.obolibrary.org/obo/DOID_0050273
0050274	obsolete scopulariopsis infectious disease	http://purl.obolibrary.org/obo/DOID_0050274
0050275	obsolete onychomycosis	http://purl.obolibrary.org/obo/DOID_0050275
0050276	obsolete subcutaneous ascomycota mycosis	http://purl.obolibrary.org/obo/DOID_0050276
0050277	obsolete subcutaneous fungi incertae sedis mycosis	http://purl.obolibrary.org/obo/DOID_0050277
0050278	basidiobolomycosis	http://purl.obolibrary.org/obo/DOID_0050278
0050279	conidiobolomycosis	http://purl.obolibrary.org/obo/DOID_0050279
0050280	obsolete superficial ascomycota mycosis	http://purl.obolibrary.org/obo/DOID_0050280
0050281	obsolete superficial basidiomycota mycosis	http://purl.obolibrary.org/obo/DOID_0050281
0050282	obsolete primary systemic ascomycota mycosis	http://purl.obolibrary.org/obo/DOID_0050282
0050283	obsolete stachybotrys infectious disease	http://purl.obolibrary.org/obo/DOID_0050283
0050284	obsolete opportunistic ascomycota mycosis	http://purl.obolibrary.org/obo/DOID_0050284
0050285	obsolete opportunistic basidiomycota mycosis	http://purl.obolibrary.org/obo/DOID_0050285
0050286	obsolete opportunistic fungi incertae sedis mycosis	http://purl.obolibrary.org/obo/DOID_0050286
0050287	obsolete opportunistic microsporidia mycosis	http://purl.obolibrary.org/obo/DOID_0050287
0050288	penicilliosis	http://purl.obolibrary.org/obo/DOID_0050288
0050289	fusariosis	http://purl.obolibrary.org/obo/DOID_0050289
0050290	trichosporonosis	http://purl.obolibrary.org/obo/DOID_0050290
0050291	parasitic ichthyosporea infectious disease	http://purl.obolibrary.org/obo/DOID_0050291
0050292	primary systemic mycosis	http://purl.obolibrary.org/obo/DOID_0050292
0050293	obsolete scopulariopsis brevicaulis infectious disease	http://purl.obolibrary.org/obo/DOID_0050293
0050294	obsolete scytalidium hyalinum infectious disease	http://purl.obolibrary.org/obo/DOID_0050294
0050152	aspiration pneumonia	http://purl.obolibrary.org/obo/DOID_0050152
0050153	pulmonary aspergilloma	http://purl.obolibrary.org/obo/DOID_0050153
0050154	obsolete mycoplasmal pneumonia	http://purl.obolibrary.org/obo/DOID_0050154
0050155	sensory system disease	http://purl.obolibrary.org/obo/DOID_0050155
0050156	idiopathic pulmonary fibrosis	http://purl.obolibrary.org/obo/DOID_0050156
0050157	cryptogenic organizing pneumonia	http://purl.obolibrary.org/obo/DOID_0050157
0050158	desquamative interstitial pneumonia	http://purl.obolibrary.org/obo/DOID_0050158
0050159	lymphoid interstitial pneumonia	http://purl.obolibrary.org/obo/DOID_0050159
0050160	inhalation anthrax	http://purl.obolibrary.org/obo/DOID_0050160
0050161	lower respiratory tract disease	http://purl.obolibrary.org/obo/DOID_0050161
0050162	obsolete influenza encephalopathy	http://purl.obolibrary.org/obo/DOID_0050162
0050163	obsolete influenza myocarditis	http://purl.obolibrary.org/obo/DOID_0050163
0050164	obsolete influenza myositis	http://purl.obolibrary.org/obo/DOID_0050164
0050165	obsolete tuberculous mesenteric gland	http://purl.obolibrary.org/obo/DOID_0050165
0050166	tuberculous salpingitis	http://purl.obolibrary.org/obo/DOID_0050166
0050167	autoimmune polyendocrine syndrome type 1	http://purl.obolibrary.org/obo/DOID_0050167
0050168	autoimmune polyendocrine syndrome type 2	http://purl.obolibrary.org/obo/DOID_0050168
0050169	cutaneous lupus erythematosus	http://purl.obolibrary.org/obo/DOID_0050169
0050170	obsolete jamestown canyon encephalitis	http://purl.obolibrary.org/obo/DOID_0050170
0050171	obsolete snowshoe hare encephalitis	http://purl.obolibrary.org/obo/DOID_0050171
0050172	obsolete trivittatus encephalitis	http://purl.obolibrary.org/obo/DOID_0050172
0050173	obsolete inkoo encephalitis	http://purl.obolibrary.org/obo/DOID_0050173
0050174	kunjin encephalitis	http://purl.obolibrary.org/obo/DOID_0050174
0050175	tick-borne encephalitis	http://purl.obolibrary.org/obo/DOID_0050175
0050177	monogenic disease	http://purl.obolibrary.org/obo/DOID_0050177
0050178	obsolete complex genetic disease	http://purl.obolibrary.org/obo/DOID_0050178
0050179	powassan encephalitis	http://purl.obolibrary.org/obo/DOID_0050179
0050180	obsolete colorado tick fever encephalitis	http://purl.obolibrary.org/obo/DOID_0050180
0050181	obsolete herpes simplex virus encephalitis	http://purl.obolibrary.org/obo/DOID_0050181
0050182	obsolete varicella-zoster virus encephalitis	http://purl.obolibrary.org/obo/DOID_0050182
